Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
t_sod,mmpi_validity_clinical_scales,,text,12. SOD,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_fam,mmpi_validity_clinical_scales,,text,13. FAM,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_wrk,mmpi_validity_clinical_scales,,text,14. WRK,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_trt,mmpi_validity_clinical_scales,,text,15. TRT,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_a,mmpi_validity_clinical_scales,MMPI-Supplementary Scales,text,1. A,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_r,mmpi_validity_clinical_scales,,text,2. R,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_es,mmpi_validity_clinical_scales,,text,3. Es,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_do,mmpi_validity_clinical_scales,,text,4. Do,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_re,mmpi_validity_clinical_scales,,text,5. Re,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_mt,mmpi_validity_clinical_scales,,text,6. Mt,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_pk,mmpi_validity_clinical_scales,,text,7. PK,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_mds,mmpi_validity_clinical_scales,,text,8. MDS,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_ho,mmpi_validity_clinical_scales,,text,9. Ho,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_o_h,mmpi_validity_clinical_scales,,text,10. O-H,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_mac_r,mmpi_validity_clinical_scales,,text,11. MAC-R,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_aas,mmpi_validity_clinical_scales,,text,12. AAS,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_aps,mmpi_validity_clinical_scales,,text,13. APS,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_gm,mmpi_validity_clinical_scales,,text,14. GM,,,,,,,[mmpi_vs_complete] = '1',,,,,,
t_gf,mmpi_validity_clinical_scales,,text,15. GF,,,,,,,[mmpi_vs_complete] = '1',,,,,,
cbt_referral,cbt,,yesno,Was patient referred to CBT? ,,,,,,,,,,,,,
cbt_refer_ther,cbt,,dropdown,Referring therapist.,"1, Jorelle Laakso Degen | 2, Judah Cordovano | 3, Alisha Dickerson | 4, Tim Christensen | 5, Jeff Everett | 6, Alandria Mustafa | 7, Lori McGruder | 8, Michelle Robertson | 9, Rachel Waters | 10, Fred Ramirez | 11, Dina Orlando | 12, Kris Arana | 13, Pawel Lazarczyk | 14, Juanita Bruno | 15, Eric Bogart | 16, Patty Richardson | 17, Lisa Colyer | 18, Eric Stewman | 19, Amber Tucker",,,,,,[cbt_referral] = '1',,,,,,
cbt_attend,cbt,,yesno,Did patient attend CBT?,,,,,,,[cbt_referral] = '1',,,,,,
cbt_group_ind,cbt,,radio,"Group, individual, or both? ","1, Group | 2, Individual | 3, Both",,,,,,,,,,,,
cbt_group,cbt,,text,Number of group sessions completed.,,,,,,,[cbt_group_ind] = '1' or [cbt_group_ind] = '3',,,,,,
cbt_individual,cbt,,text,Number of individual sessions completed.,,,,,,,[cbt_group_ind] = '2' or [cbt_group_ind] = '3',,,,,,
lec_2_1_v2,stressful_life_items_calculations,,checkbox,1. Natural disaster,"1, Happened to you | 2, Witnessed it happen | 3, Learned about it happening | 4, Exposed as part of job | 5, Not sure | 6, Doesn't apply",,,,,,,,,,lec_5_v2,,
lec_2_2_v2,stressful_life_items_calculations,,checkbox,2. Fire or explosion,"1, Happened to you | 2, Witnessed it happen | 3, Learned about it happening | 4, Exposed as part of job | 5, Not sure | 6, Doesn't apply",,,,,,,,,,lec_5_v2,,
lec_2_3_v2,stressful_life_items_calculations,,checkbox,3. Transportation accident,"1, Happened to you | 2, Witnessed it happen | 3, Learned about it happening | 4, Exposed as part of job | 5, Not sure | 6, Doesn't apply",,,,,,,,,,lec_5_v2,,
lec_2_4_v2,stressful_life_items_calculations,,checkbox,4. Serious accident,"1, Happened to you | 2, Witnessed it happen | 3, Learned about it happening | 4, Exposed as part of job | 5, Not sure | 6, Doesn't apply",,,,,,,,,,lec_5_v2,,
lec_2_5_v2,stressful_life_items_calculations,,checkbox,5. Toxic substance,"1, Happened to you | 2, Witnessed it happen | 3, Learned about it happening | 4, Exposed as part of job | 5, Not sure | 6, Doesn't apply",,,,,,,,,,lec_5_v2,,
lec_2_6_v2,stressful_life_items_calculations,,checkbox,6. Physical assault,"1, Happened to you | 2, Witnessed it happen | 3, Learned about it happening | 4, Exposed as part of job | 5, Not sure | 6, Doesn't apply",,,,,,,,,,lec_5_v2,,
lec_2_7_v2,stressful_life_items_calculations,,checkbox,7. Assault with weapon,"1, Happened to you | 2, Witnessed it happen | 3, Learned about it happening | 4, Exposed as part of job | 5, Not sure | 6, Doesn't apply",,,,,,,,,,lec_5_v2,,
lec_2_8_v2,stressful_life_items_calculations,,checkbox,8. Sexual assault,"1, Happened to you | 2, Witnessed it happen | 3, Learned about it happening | 4, Exposed as part of job | 5, Not sure | 6, Doesn't apply",,,,,,,,,,lec_5_v2,,
lec_2_9_v2,stressful_life_items_calculations,,checkbox,9. Unwanted sexual experience,"1, Happened to you | 2, Witnessed it happen | 3, Learned about it happening | 4, Exposed as part of job | 5, Not sure | 6, Doesn't apply",,,,,,,,,,lec_5_v2,,
lec_2_10_v2,stressful_life_items_calculations,,checkbox,10. Combat or war exposure,"1, Happened to you | 2, Witnessed it happen | 3, Learned about it happening | 4, Exposed as part of job | 5, Not sure | 6, Doesn't apply",,,,,,,,,,lec_5_v2,,
lec_2_11_v2,stressful_life_items_calculations,,checkbox,11. Captivity,"1, Happened to you | 2, Witnessed it happen | 3, Learned about it happening | 4, Exposed as part of job | 5, Not sure | 6, Doesn't apply",,,,,,,,,,lec_5_v2,,
lec_2_12_v2,stressful_life_items_calculations,,checkbox,12. Life-threatening illness,"1, Happened to you | 2, Witnessed it happen | 3, Learned about it happening | 4, Exposed as part of job | 5, Not sure | 6, Doesn't apply",,,,,,,,,,lec_5_v2,,
lec_2_13_v2,stressful_life_items_calculations,,checkbox,13. Severe human suffering,"1, Happened to you | 2, Witnessed it happen | 3, Learned about it happening | 4, Exposed as part of job | 5, Not sure | 6, Doesn't apply",,,,,,,,,,lec_5_v2,,
lec_2_14_v2,stressful_life_items_calculations,,checkbox,14. Sudden violent death,"1, Happened to you | 2, Witnessed it happen | 3, Learned about it happening | 4, Exposed as part of job | 5, Not sure | 6, Doesn't apply",,,,,,,,,,lec_5_v2,,
lec_2_15_v2,stressful_life_items_calculations,,checkbox,15. Sudden accidental death,"1, Happened to you | 2, Witnessed it happen | 3, Learned about it happening | 4, Exposed as part of job | 5, Not sure | 6, Doesn't apply",,,,,,,,,,lec_5_v2,,
lec_2_16_v2,stressful_life_items_calculations,,checkbox,16. Serious injury or harm caused to someone else,"1, Happened to you | 2, Witnessed it happen | 3, Learned about it happening | 4, Exposed as part of job | 5, Not sure | 6, Doesn't apply",,,,,,,,,,lec_5_v2,,
lec_2_17_v2,stressful_life_items_calculations,,checkbox,17. Any other very stressful experience,"1, Happened to you | 2, Witnessed it happen | 3, Learned about it happening | 4, Exposed as part of job | 5, Not sure | 6, Doesn't apply",,,,,,,,,,lec_5_v2,,
lec_2_total_v2,stressful_life_items_calculations,,calc,Total ,"sum([calc_2_1_v2], [calc_2_2_v2],[calc_2_3_v2],[calc_2_4_v2],[calc_2_5_v2],[calc_2_6_v2],[calc_2_7_v2],[calc_2_8_v2],[calc_2_9_v2],[calc_2_10_v2],[calc_2_11_v2],[calc_2_12_v2],[calc_2_12_v2],[calc_2_13_v2],[calc_2_14_v2],[calc_2_15],[calc_2_16],[calc_2_17])",,,,,,,,,,,,
choice_2_1_v2,stressful_life_items_calculations,,calc,Calculating choice for Item 1,"if([lec_2_1_v2(1)]=1,1,0) + if([lec_2_1_v2(2)]=1,1,0) + if([lec_2_1_v2(3)]=1,1,0) + if([lec_2_1_v2(4)]=1,1,0) + if([lec_2_1_v2(5)]=1,0,0) + if([lec_2_1_v2(6)]=1,0,0)",,,,,,,,,,,, @HIDDEN
choice_2_2_v2,stressful_life_items_calculations,,calc,Calc choice item 2,"if([lec_2_2_v2(1)]=1,1,0) + if([lec_2_2_v2(2)]=1,1,0) + if([lec_2_2_v2(3)]=1,1,0) + if([lec_2_2_v2(4)]=1,1,0) + if([lec_2_2_v2(5)]=1,0,0) + if([lec_2_2_v2(6)]=1,0,0)",,,,,,,,,,,,
choice_2_3_v2,stressful_life_items_calculations,,calc,Calc choice item 3,"if([lec_2_3_v2(1)]=1,1,0) + if([lec_2_3_v2(2)]=1,1,0) + if([lec_2_3_v2(3)]=1,1,0) + if([lec_2_3_v2(4)]=1,1,0) + if([lec_2_3_v2(5)]=1,0,0) + if([lec_2_3_v2(6)]=1,0,0)",,,,,,,,,,,,
choice_2_4_v2,stressful_life_items_calculations,,calc,Calc choice item 4,"if([lec_2_4_v2(1)]=1,1,0) + if([lec_2_4_v2(2)]=1,1,0) + if([lec_2_4_v2(3)]=1,1,0) + if([lec_2_4_v2(4)]=1,1,0) + if([lec_2_4_v2(5)]=1,0,0) + if([lec_2_4_v2(6)]=1,0,0)",,,,,,,,,,,,
choice_2_5_v2,stressful_life_items_calculations,,calc,Calc choice item 5,"if([lec_2_5_v2(1)]=1,1,0) + if([lec_2_5_v2(2)]=1,1,0) + if([lec_2_5_v2(3)]=1,1,0) + if([lec_2_5_v2(4)]=1,1,0) + if([lec_2_5_v2(5)]=1,0,0) + if([lec_2_5_v2(6)]=1,0,0)",,,,,,,,,,,,
choice_2_6_v2,stressful_life_items_calculations,,calc,Calc choice item 6,"if([lec_2_6_v2(1)]=1,1,0) + if([lec_2_6_v2(2)]=1,1,0) + if([lec_2_6_v2(3)]=1,1,0) + if([lec_2_6_v2(4)]=1,1,0) + if([lec_2_6_v2(5)]=1,0,0) + if([lec_2_6_v2(6)]=1,0,0)",,,,,,,,,,,,
choice_2_7_v2,stressful_life_items_calculations,,calc,Calc choice item 7,"if([lec_2_7_v2(1)]=1,1,0) + if([lec_2_7_v2(2)]=1,1,0) + if([lec_2_7_v2(3)]=1,1,0) + if([lec_2_7_v2(4)]=1,1,0) + if([lec_2_7_v2(5)]=1,0,0) + if([lec_2_7_v2(6)]=1,0,0)",,,,,,,,,,,,
choice_2_8_v2,stressful_life_items_calculations,,calc,Calc choice item 8,"if([lec_2_8_v2(1)]=1,1,0) + if([lec_2_8_v2(2)]=1,1,0) + if([lec_2_8_v2(3)]=1,1,0) + if([lec_2_8_v2(4)]=1,1,0) + if([lec_2_8_v2(5)]=1,0,0) + if([lec_2_8_v2(6)]=1,0,0)",,,,,,,,,,,,
choice_2_9_v2,stressful_life_items_calculations,,calc,Calc choice item 9,"if([lec_2_9_v2(1)]=1,1,0) + if([lec_2_9_v2(2)]=1,1,0) + if([lec_2_9_v2(3)]=1,1,0) + if([lec_2_9_v2(4)]=1,1,0) + if([lec_2_9_v2(5)]=1,0,0) + if([lec_2_9_v2(6)]=1,0,0)",,,,,,,,,,,,
choice_2_10_v2,stressful_life_items_calculations,,calc,Calc choice item 10,"if([lec_2_10_v2(1)]=1,1,0) + if([lec_2_10_v2(2)]=1,1,0) + if([lec_2_10_v2(3)]=1,1,0) + if([lec_2_10_v2(4)]=1,1,0) + if([lec_2_10_v2(5)]=1,0,0) + if([lec_2_10_v2(6)]=1,0,0)",,,,,,,,,,,,
choice_2_11_v2,stressful_life_items_calculations,,calc,Calc choice item 11,"if([lec_2_11_v2(1)]=1,1,0) + if([lec_2_11_v2(2)]=1,1,0) + if([lec_2_11_v2(3)]=1,1,0) + if([lec_2_11_v2(4)]=1,1,0) + if([lec_2_11_v2(5)]=1,0,0) + if([lec_2_11_v2(6)]=1,0,0)",,,,,,,,,,,,
choice_2_12_v2,stressful_life_items_calculations,,calc,Calc choice item 12,"if([lec_2_12_v2(1)]=1,1,0) + if([lec_2_12_v2(2)]=1,1,0) + if([lec_2_12_v2(3)]=1,1,0) + if([lec_2_12_v2(4)]=1,1,0) + if([lec_2_12_v2(5)]=1,0,0) + if([lec_2_12_v2(6)]=1,0,0)",,,,,,,,,,,,
choice_2_13_v2,stressful_life_items_calculations,,calc,Calc choice item 13,"if([lec_2_13_v2(1)]=1,1,0) + if([lec_2_13_v2(2)]=1,1,0) + if([lec_2_13_v2(3)]=1,1,0) + if([lec_2_13_v2(4)]=1,1,0) + if([lec_2_13_v2(5)]=1,0,0) + if([lec_2_13_v2(6)]=1,0,0)",,,,,,,,,,,,
choice_2_14_v2,stressful_life_items_calculations,,calc,Calc choice item 14,"if([lec_2_14_v2(1)]=1,1,0) + if([lec_2_14_v2(2)]=1,1,0) + if([lec_2_14_v2(3)]=1,1,0) + if([lec_2_14_v2(4)]=1,1,0) + if([lec_2_14_v2(5)]=1,0,0) + if([lec_2_14_v2(6)]=1,0,0)",,,,,,,,,,,,
choice_2_15_v2,stressful_life_items_calculations,,calc,Calc choice item 15,"if([lec_2_15_v2(1)]=1,1,0) + if([lec_2_15_v2(2)]=1,1,0) + if([lec_2_15_v2(3)]=1,1,0) + if([lec_2_15_v2(4)]=1,1,0) + if([lec_2_15_v2(5)]=1,0,0) + if([lec_2_15_v2(6)]=1,0,0)",,,,,,,,,,,,
choice_2_16_v2,stressful_life_items_calculations,,calc,Calc choice item 16,"if([lec_2_16_v2(1)]=1,1,0) + if([lec_2_16_v2(2)]=1,1,0) + if([lec_2_16_v2(3)]=1,1,0) + if([lec_2_16_v2(4)]=1,1,0) + if([lec_2_16_v2(5)]=1,0,0) + if([lec_2_16_v2(6)]=1,0,0)",,,,,,,,,,,,
choice_2_17_v2,stressful_life_items_calculations,,calc,Calc choice item 17,"if([lec_2_17_v2(1)]=1,1,0) + if([lec_2_17_v2(2)]=1,1,0) + if([lec_2_17_v2(3)]=1,1,0) + if([lec_2_17_v2(4)]=1,1,0) + if([lec_2_17_v2(5)]=1,0,0) + if([lec_2_17_v2(6)]=1,0,0)",,,,,,,,,,,,
calc_2_1_v2,stressful_life_items_calculations,,calc,,"if([choice_2_1_v2]<=4,1,if([choice_2_1_v2]>=1,1,0))",,,,,,,,,,,,
calc_2_2_v2,stressful_life_items_calculations,,calc,,"if([choice_2_2_v2]<=4,1,0)",,,,,,,,,,,,
calc_2_3_v2,stressful_life_items_calculations,,calc,,"if([choice_2_3_v2]<=4,1,0)",,,,,,,,,,,,
calc_2_4_v2,stressful_life_items_calculations,,calc,,"if([choice_2_4_v2]<=4,1,0)",,,,,,,,,,,,
calc_2_5_v2,stressful_life_items_calculations,,calc,,"if([choice_2_5_v2]<=4,1,0)",,,,,,,,,,,,
calc_2_6_v2,stressful_life_items_calculations,,calc,,"if([choice_2_6_v2]<=4,1,0)",,,,,,,,,,,,
calc_2_7_v2,stressful_life_items_calculations,,calc,,"if([choice_2_7_v2]<=4,1,0)",,,,,,,,,,,,
calc_2_8_v2,stressful_life_items_calculations,,calc,,"if([choice_2_8_v2]<=4,1,0)",,,,,,,,,,,,
calc_2_9_v2,stressful_life_items_calculations,,calc,,"if([choice_2_9_v2]<=4,1,0)",,,,,,,,,,,,
calc_2_10_v2,stressful_life_items_calculations,,calc,,"if([choice_2_10_v2]<=4,1,0)",,,,,,,,,,,,
calc_2_11_v2,stressful_life_items_calculations,,calc,,"if([choice_2_11_v2]<=4,1,0)",,,,,,,,,,,,
calc_2_12_v2,stressful_life_items_calculations,,calc,,"if([choice_2_12_v2]<=4,1,0)",,,,,,,,,,,,
calc_2_13_v2,stressful_life_items_calculations,,calc,,"if([choice_2_13_v2]<=4,1,0)",,,,,,,,,,,,
calc_2_14_v2,stressful_life_items_calculations,,calc,,"if([choice_2_14_v2]<=4,1,0)",,,,,,,,,,,,
home_med_complete,medication_list,,yesno,Form completed? ,,,,,,,,,,,,, @HIDE_FORM
home_meds_adhd,medication_list,,yesno,1. ADHD medication,,,,,,,,,,,,,
home_meds_adhd_type,medication_list,,checkbox,1a. ADHD medication type,"1, Stimulant | 2, Non-stimulant",,,,,,[home_meds_adhd] = '1',,,,,,
home_meds_pain,medication_list,,yesno,2. Analgesic,,,,,,,,,,,,,
home_meds_pain_type,medication_list,,checkbox,2a. Analgesic type,"1, Buprenorphine | 2, Methadone | 3, Other opioid | 4, Non-opioid",,,,,,[home_meds_pain] = '1',,,,,,
home_meds_pain_med,medication_list,,checkbox,2b. Non-opioid analgesic medication,"1, Acetaminophen | 2, NSAID | 3, Topical",,,,,,[home_meds_pain_type(4)] = '1',,,,,,
home_meds_antidep,medication_list,,yesno,3. Antidepressant,,,,,,,,,,,,,
home_meds_antidep_type,medication_list,,checkbox,3a. Antidepressant type ,"1, SSRI | 2, SNRI | 3, TCA | 4, MAOI | 5, NDRI | 6, NMDA antagonist | 7, Mirtazapine/Remeron",,,,,,[home_meds_antidep] = '1',,,,,,
home_meds_antiepi,medication_list,,yesno,4. Anti-epileptic,,,,,,,,,,,,,
home_meds_anitepi_med,medication_list,,checkbox,4a. Anti-epileptic medication,"1, Carbarmazepine | 2, Ethosuxamide | 3, Gabapentin | 4, Lacosamide | 5, Lamotrigine | 6, Levetiracetam | 7, Oxcarbazepine | 8, Phenytoin | 9, Pregabalin | 10, Tiagabine | 11, Topiramate | 12, Valproic acid",,,,,,[home_meds_antiepi] = '1',,,,,,
home_meds_antipsych,medication_list,,yesno,5. Antipsychotic,,,,,,,,,,,,,
home_meds_antipsych_type,medication_list,,checkbox,5a. Antipsychotic type,"1, Typical | 2, Atypical",,,,,,[home_meds_antipsych] = '1',,,,,,
home_meds_antipsy_typmed,medication_list,,checkbox,5b. Antipsychotic (typical) med ,"1, Chlorpromazine | 2, Fluphenazine | 3, Haloperidol | 4, Loxapine | 5, Molindone | 6, Perphenazine | 7, Pimozide | 8, Prochlorperazine | 9, Thioridazine | 10, Trifluoperazine",,,,,,[home_meds_antipsych] = '1' and [home_meds_antipsych_type(1)] = '1',,,,,,
home_meds_antipsy_atypmed,medication_list,,checkbox,5c. Antipsychotic (atypical) med,"1, Aripiprazole | 2, Asenapine | 3, Brexipiprazole | 4, Cariprazine | 5, Clozapine | 6, Iloperidone | 7, Lurasidone | 8, Olanzapine | 9, Paliperidone | 10, Quetiapine | 11, Risperidone | 12, Ziprasidone",,,,,,[home_meds_antipsych] = '1' and [home_meds_antipsych_type(2)] = '1',,,,,,
home_meds_anxiolytic,medication_list,,yesno,6. Anxiolytic,,,,,,,,,,,,,
home_meds_anxiolytic_type,medication_list,,checkbox,6a. Anxiolytic type,"1, Benzodiazepine | 2, Buspirone | 3, Hydroxyzine",,,,,,[home_meds_anxiolytic] = '1',,,,,,
home_meds_barb,medication_list,,yesno,7. Barbiturate,,,,,,,,,,,,,
home_meds_canna,medication_list,,yesno,8. Cannabinoid,,,,,,,,,,,,,
home_meds_canna_type,medication_list,,checkbox,8a. Cannabinoid type,"1, Cannabidiol | 2, Dronabinol | 3, Nabilone | 4, Megestrol | 5, ""Medical marijuana""",,,,,,[home_meds_canna] = '1',,,,,,
home_meds_cog,medication_list,,yesno,9. Cognitive enhancer,,,,,,,,,,,,,
home_meds_mood_stable,medication_list,,yesno,10. Mood stabilizer ,,,,,,,,,,,,,
home_meds_relaxant,medication_list,,yesno,11. Muscle relaxer,,,,,,,,,,,,,
home_meds_narcolepsy,medication_list,,yesno,12. Narcolepsy medication,,,,,,,,,,,,,
home_meds_narco_med,medication_list,,checkbox,12a. Narcolepsy med type,"1, armodafinil | 2, modafinil | 3, sodium oxybate",,,,,,[home_meds_narcolepsy] = '1',,,,,,
home_meds_recovery,medication_list,,yesno,13. Recovery medication,,,,,,,,,,,,,
home_meds_recovery_type,medication_list,,checkbox,13a. Recovery medication type,"1, Acamprosate | 2, Catapres | 3, Disulfram | 4, Lofexidine | 5, Naltrexone",,,,,,[home_meds_recovery] = '1',,,,,,
home_meds_nal_type,medication_list,,checkbox,13b. Recovery meds naltrexone type,"1, Oral (Depade) | 2, Injection (Vivitrol) | 3, Implant (ReVia)",,,,,,[home_meds_recovery] = '1' and [home_meds_recovery_type(5)] = '1',,,,,,
home_meds_sleep,medication_list,,yesno,14. Sleep aid,,,,,,,,,,,,,
home_meds_sleep_type,medication_list,,checkbox,14a. Sleep aid type,"1, OTC | 2, Prescription",,,,,,[home_meds_sleep] = '1',,,,,,
home_meds_sleep_med,medication_list,,checkbox,14b. Rx sleep meds,"1, Sonata, Ambien, Lunesta (Rx sleep) | 2, Doxepin | 3, Prazosin | 4, Ramelteon | 5, Suvorexant | 6, Trazodone",,,,,,[home_meds_sleep] = '1' and [home_meds_sleep_type(2)] = '1',,,,,,
home_meds_steroid,medication_list,,yesno,15. Steroid,,,,,,,,,,,,,
home_meds_tob,medication_list,,yesno,16. Tobacco recovery medication,,,,,,,,,,,,,
home_meds_tob_type,medication_list,,checkbox,16a. Tobacco recovery medication type,"1, Varenicline (Chantix) | 2, Nicotine replacement (NRT)",,,,,,[home_meds_tob] = '1',,,,,,
home_meds_weightloss,medication_list,,yesno,17. Weight loss medication,,,,,,,,,,,,,
home_meds_weightloss_med,medication_list,,checkbox,17a. Weight loss med type,"1, Benzphetamine | 2, Contrave | 3, Lorcaserin | 4, Phendimetrazine | 5, Phentermine",,,,,,[home_meds_weightloss] = '1',,,,,,
adm_med_complete,admission_medication_list,,yesno,Form completed?,,,,,,,,,,,,,
adm_meds_adhd,admission_medication_list,,yesno,1. ADHD medication,,,,,,,,,,,,,
adm_meds_adhd_type,admission_medication_list,,checkbox,1a. ADHD medication type,"1, Stimulant | 2, Non-stimulant",,,,,,[adm_meds_adhd] = '1',,,,,,
adm_meds_pain,admission_medication_list,,yesno,2. Analgesic,,,,,,,,,,,,,
adm_meds_pain_type,admission_medication_list,,checkbox,2a. Analgesic type,"1, Buprenorphine | 2, Methadone | 3, Other opioid | 4, Non-opioid",,,,,,[adm_meds_pain] = '1',,,,,,
adm_meds_pain_med,admission_medication_list,,checkbox,2b. Non-opioid analgesic medication,"1, Acetaminophen | 2, NSAID | 3, Topical",,,,,,[adm_meds_pain_type(4)] = '1' and [adm_meds_pain] = '1',,,,,,
adm_meds_antidep,admission_medication_list,,yesno,3. Antidepressant,,,,,,,,,,,,,
adm_meds_antidep_type,admission_medication_list,,checkbox,3a. Antidepressant type,"1, SSRI | 2, SNRI | 3, TCA | 4, MAOI | 5, NDRI | 6, NMDA antagonist | 7, Mirtazapine/Remeron",,,,,,[adm_meds_antidep] = '1',,,,,,
adm_meds_antiepi,admission_medication_list,,yesno,4. Anti-epileptic,,,,,,,,,,,,,
adm_meds_antiepi_med,admission_medication_list,,checkbox,4a.  Anti-epileptic medication,"1, Carbarmazepine | 2, Ethosuxamide | 3, Gabapentin | 4, Lacosamide | 5, Lamotrigine | 6, Levetiracetam | 7, Oxcarbazepine | 8, Phenytoin | 9, Pregabalin | 10, Tiagabine | 11, Topiramate | 12, Valproic Acid",,,,,,[adm_meds_antiepi] = '1',,,,,,
adm_meds_antipsych,admission_medication_list,,yesno,5. Antipsychotic,,,,,,,,,,,,,
adm_meds_antipsych_type,admission_medication_list,,checkbox,5a. Antipsychotic type,"1, Typical | 2, Atypical",,,,,,[adm_meds_antipsych] = '1',,,,,,
adm_meds_antipsy_typmed,admission_medication_list,,checkbox,5b. Antipsychotic (typical) med,"1, Chlorpromazine | 2, Fluphenazine | 3, Haloperidol | 4, Loxapine | 5, Molindone | 6, Perphenazine | 7, Pimozide | 8, Prochlorperazine | 9, Thioridazine | 10, Trifluoperazine",,,,,,[adm_meds_antipsych] = '0' and [adm_meds_antipsych_type(1)] = '1',,,,,,
adm_meds_antipsy_atypmed,admission_medication_list,,checkbox,5c. Antipsychotic (atypical) med,"1, Aripiprazole | 2, Asenapine | 3, Brexipiprazole | 4, Cariprazine | 5, Clozapine | 6, Iloperidone | 7, Lurasidone | 8, Olanzapine | 9, Paliperidone | 10, Quetiapine | 11, Risperidone | 12, Ziprasidone",,,,,,[adm_meds_antipsych] = '1' and [adm_meds_antipsych_type(2)] = '1',,,,,,
adm_meds_anxiolytic,admission_medication_list,,yesno,6. Anxiolytic ,,,,,,,,,,,,,
adm_meds_anxiolytic_type,admission_medication_list,,checkbox,6a. Anxiolytic type,"1, Benzodiazepine | 2, Buspirone | 3, Hydoxyzine",,,,,,[adm_meds_anxiolytic] = '1',,,,,,
adm_meds_barb,admission_medication_list,,yesno,7. Barbiturate,,,,,,,,,,,,,
adm_meds_canna,admission_medication_list,,yesno,8. Cannabinoid,,,,,,,,,,,,,
adm_meds_canna_type,admission_medication_list,,checkbox,8a. Cannabinoid type,"1, Cannabidiol | 2, Dronabinol | 3, Nabilone | 4, Megestrol | 5, ""Medical marijuana""",,,,,,[adm_meds_canna] = '1',,,,,,
adm_meds_cog,admission_medication_list,,yesno,9. Cognitive enhancer,,,,,,,,,,,,,
adm_meds_mood_stable,admission_medication_list,,yesno,10. Mood stabilizer,,,,,,,,,,,,,
adm_meds_relaxant,admission_medication_list,,yesno,11. Muscle relaxer,,,,,,,,,,,,,
adm_meds_narcolepsy,admission_medication_list,,yesno,12. Narcolepsy medication,,,,,,,,,,,,,
adm_meds_narco_meds,admission_medication_list,,checkbox,12a. Narcolepsy med type,"1, armodafinil | 2, modafinil | 3, sodium oxybate",,,,,,[adm_meds_narcolepsy] = '1',,,,,,
adm_meds_recovery,admission_medication_list,,yesno,13. Recovery medication,,,,,,,,,,,,,
adm_meds_recovery_type,admission_medication_list,,checkbox,13a. Recovery medication type,"1, Acamprosate | 2, Catapres | 3, Disulfram | 4, Lofexidine | 5, Naltrexone",,,,,,[adm_meds_recovery] = '1',,,,,,
